Data status,Department,Organisation,Website address,Got everything I wanted,Got most of what I wanted,Got some of what I wanted,Got none of what I wanted,Very Satisfied,Satisfied,Neither satisfied nor dissatisfied,Dissatisfied,Very dissatisfied,Don't Know Satisfied,Very good ease of use,Good ease of use,Neither good nor poor ease of use,Poor ease of use,Very poor ease of use,Don't know ease of use,Very good design,Good design,Neither good nor poor design,Poor design,Very poor design,Don't know design,Very good ease of finding,Good ease of finding,Neither good not poor ease of finding,Poor ease of finding,Very poor ease of finding,Don't know ease of finding,Very good editorial,Good editorial,Neither good nor poor editorial,Poor editorial,Very poor editorial,Don't know editorial,Very good accuracy,Good accuracy,Neither good nor poor accuracy,Poor accuracy,Very poor accuracy,Don't know accuracy,Very good search,Good search,Neither good nor poor search,Poor search,Very poor search,Don't know search,Not used search,Definitely recommend,Probably recommend,Not sure recommend,Probably not recommend,Definitely not recommend,Age 16-19,Age 20-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75+,Prefer not to say age,Sex male,Sex female,Prefer not to say sex,Disability yes,Disability no,Prefer not to say disability,Use Internet every day,Use Internet every two or three days,Use Internet about once a week,Use Internet about once a fortnight,Use Internet about once a month,Use Internet less often,Use Internet don't know,Unique users Apr-10,Unique users May-10,Unique users Jun-10,Unique users Jul-10,Unique users Aug-10,Unique users Sep-10,Unique users Oct-10,Unique users Nov-10,Unique users Dec-10,Unique users Jan-11,Unique Users Feb-11,Unique Users Mar-11,Yearly Unique Users,Visits Apr-10,Visits May-10,Visits Jun-10,Visits Jul-10,Visits Aug-10,Visits Sep-10,Visits Oct-10,Visits Nov-10,Visits Dec-10,Visits Jan-11,Visits Feb-11,Visits Mar-11,Two-page visits Apr-10,Two-page visits May-10,Two-page visits Jun-10,Two-page visits Jul-10,Two-page visits Aug-10,Two-page visits Sep-10,Two-page visits Oct-10,Two-page visits Nov-10,Two-page visits Dec-10,Two-page visits Jan-11,Two-page visits Feb-11,Two-page visits Mar-11,Visit duration Apr-10,Visit duration May-10,Visit duration Jun-10,Visit duration Jul-10,Visit duration Aug-10,Visit duration Sep-10,Visit duration Oct-10,Visit duration Nov-10,Visit duration Dec-10,Visit duration Jan-11,Visit duration Feb-11,Visit duration Mar-11,Page requests Apr-10,Page requests May-10,Page requests Jun-10,Page requests Jul-10,Page requests Aug-10,Page requests Sep-10,Page requests Oct-10,Page requests Nov-10,Page requests Dec-10,Page requests Jan-11,Page requests Feb-11,Page requests Mar-11,Strategy and planning costs,Design and build costs,Hosting and infrastructure costs,Content provision costs,Testing and evaluation costs,SCS ,Grade 6,Grade 7,SEO/SIO,HEO,EO,AO,AA,Other,Staff costs,Sites converged,Single-A automated accessibility,Double-A automated accessibility,Manual testing accessibility,User testing accessibility,Service availability,URL redirection,XML Sitemap,Valid HTML,Valid CSS,Consultation descriptions,Job vacancy descriptions
Not received,DCMS,Sport England,www.sportengland.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,UK anti-doping in sport,www.ukad.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DCMS,UK Sport,www.uksport.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,DECC,Carbon Trust,www.carbontrust.co.uk,14,45,32,9,18,62,19,1,,,35,51,6,4,2,2,14,57,19,8,,2,10,66,16,5,3,,23,61,9,7,,,16,53,23,8,,,9,64,19,5,1,2,,43,39,17,1,,,2,7,26,30,20,13,2,,,,,,,,,,,,,,,59611,56409,54789,54660,49227,65264,65897,66544,49649,59278,62982,83008,615613,93492,86677,86011,87599,75842,99837,100038,101495,75350,90252,96341,127577,57540,52536,49892,48714,44372,58498,57444,58271,40879,51240,53941,68938,496,467,452,455,427,376,385,418,407,420,431,419,491917,453222,446980,431518,388159,453032,437551,449957,312749,407050,424845,524731,0,72000,84000,280000,20000,0,0,0,0,0,0,0,0,3,120000,0,1,0,1,0,98,1,1,1,1,1,1
Received,DECC,Committee on Climate Change,www.theccc.org.uk,23,27,45,5,9,46,32,4,9,,9,45,27,14,5,,18,41,23,5,9,4,11,42,32,11,4,,16,63,6,10,5,,16,47,11,5,5,16,6,26,37,,5,26,,43,21,26,5,5,,,36,32,11,16,,,,63,26,11,5,95,,,5,32,16,32,15,,4306,4216,5306,6778,3803,6848,5793,5656,6862,5462,4855,6166,54975,6016,5811,7558,9914,5594,10072,8209,8102,10234,8085,6995,8837,3162,3242,4638,5051,3152,5287,3776,3851,5159,3889,3269,3882,355,345,364,366,350,323,372,383,376,390,375,396,18657,18986,26239,30210,17557,28938,21849,22073,27933,21990,19159,22967,0,20000,4789,0,0,0,0,0.05,0,0.05,0,0,0,0,4045,0,0,0,0,0,100,1,1,1,1,1,1
Received,DECC,Department of Energy and Climage Change,www.decc.gov.uk,21.2,25,28.8,23.1,15.4,28.8,15.4,23.1,13.5,3.8,9.8,31.4,25.5,21.6,7.8,3.9,15.4,26.9,25,21.2,11.5,,7.7,28.8,13.5,28.8,21.2,,16.3,32.7,24.5,16.3,4.1,6.1,,,,,,,10,22,18,14,10,26,,17.3,34.6,13.5,21.2,13.5,,13.5,25,11.5,26.9,15.4,3.8,1.9,1.9,,,,1.9,96.2,1.9,96,2,2,,,,,96657,86380,82785,92663,87080,89317,112920,116075,95628,110735,120492,180070,970910,151844,146056,147146,177190,161355,165247,200287,209053,173435,194733,213722,328840,67985,69148,68845,96500,91553,92917,108876,116559,96337,108877,116303,178271,438,402,403,404,376,368,392,425,396,382,389,394,431275,445140,437035,613608,568957,566443,672022,726201,591868,664961,722144,1031518,14444,118578,131528,15000,33346,0,0,1,1,1.9,0,0,0,1,253760,5,1,1,1,1,99.97,1,1,1,1,1,0
Received,DECC,Nuclear Decommissioning Authority,www.nda.gov.uk,20,45,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14945,13929,14053,13943,12899,13947,14974,14935,13059,15812,14898,20336,,36424,34324,34288,35954,31637,34156,35183,36369,30490,51555,48626,59182,36424,34324,34288,35954,31637,34156,35183,36369,30490,51555,48626,59182,347,328,351,383,368,360,342,339,319,470,501,470,1501878,1164083,1182347,1248509,1195860,1315852,1370541,1268129,1237396,466107,723854,406826,0,4960,20275,0,0,0,0,0,0,1,0,0,0,0,40000,0,1,1,0,0,99.99,0,1,1,1,0,0
Received,DECC,Offshore SEA (DECC),www.offshore-sea.org.uk,50.01,33.33,5.55,11.11,27.8,50,22.2,,,,11.1,61.1,27.8,,,,16.67,55.56,27.77,,,,11.1,55.6,33.3,,,,22.2,72.2,5.6,,,,16.7,61.1,11.1,,,11.1,16.7,50,11.1,5.6,,,16.6,61.1,27.8,5.6,5.5,,,,33.3,5.6,27.8,27.8,5.5,,,83.3,16.7,,,100,,100,,,,,,,2576,2526,2220,2347,2181,2280,2720,2699,2443,2565,2721,2657,19308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78180,73084,62557,70285,96314,82109,79199,76091,92517,73148,73527,80578,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,100,1,1,1,1,0,0
Received,DECC,Oil & Gas,www.og.decc.gov.uk,47.3,33.9,14.7,4.1,14.3,53,24,6.4,2.3,,9.5,31.1,40.5,13.5,2.3,3.1,1.8,28.8,44.8,18.7,5.9,,25.25,25.25,,23.65,23.65,2.2,43.45,43.45,,4.5,4.5,4.1,15.2,15.2,,34.8,34.8,,9.9,37.4,19.8,8.6,4.1,0.4,19.8,33.3,41.9,16.2,5.9,2.7,,1.3,26.1,20.3,30.2,17.1,2.3,,2.7,68.5,27.9,3.6,4.1,89.6,6.3,95,2.7,0.9,0.5,,,0.9,7593,6848,7472,7082,7381,7754,10601,9968,7026,9224,9001,10082,69217,24535,18764,20870,19766,20813,20948,25555,25633,17120,23598,23163,25872,,,,,,,,,,,,,,,,,,,,,,,,,85620,68502,81333,77794,82423,78890,92728,93435,60073,90831,88217,96227,2450,41000,0,0,0,0,0,0,0,0.6,0,0,0,0,23000,4,0,0,1,0,99.8,0,0,0,0,0,1
Received,DECC,Sedbuck,www.sedbuk.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2475,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1
Received,DECC,The Coal Authority,www.coal.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9728,9437,8720,7953,9746,9201,9685,10199,9207,10184,9469,9992,80440,41594,36548,31673,26750,32631,31895,29982,31672,26691,31361,29143,35065,14444,14249,14294,12388,14532,13924,14586,15861,11128,14879,14699,17446,217,206,236,231,250,223,236,212,220,215,257,237,166728,142906,121363,128866,194763,162048,250770,208113,200388,218699,212043,221829,0,0,37200,5000,0,0,0,0,0,0,0,0,0,1,35000,0,0,0,0,0,99.9,0,0,1,0,1,0
Not received,DECC,Greenhouse Gas Inventory National System,ghgi.decc.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Agriculture and Horticulture Development Board,www.ahdb.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7500,0,0,0,0,0,0,0,0,0,0,0.1,4000,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,BeeBase,https://secure.fera.defra.gov.uk/beebase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32120,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,British Pig Executive,www.bpex.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16694,10385,0,0,0,0,0,0,0,0,0,0,1.2,27910,5,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,British Potato Council,www.potato.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,51950,13800,15300,7000,0,0,0,0,0,0,0,0,0.5,14862,1,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Consumer Council for Water,www.ccwater.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11167,12229,10485,11896,10524,11753,10443,10989,8585,12824,12902,22299,,,,,,,,,,,,,,,,,,,,,,,,,31719,31760,27704,29467,26233,28201,24814,25963,19330,28807,28858,47052,0,0,8570,0,0,0,0,0.1,0,0,0.25,0,0,0,8300,0,0,0,0,0,99.97,1,0,0,0,0,0
Received,DEFRA,Dairy Co,www.dairyco.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4950,12128,3030,0,0,0,0,0,0,0,0,0,1,20300,1,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,"Defra - Department for Environment, Food and Rural Affairs.",www.defra.gov.uk,24,36,26,14,19,43,15,11,8,4,20,42,15,11,9,1,20,49,19,5,5,1,14,36,18,16,14,1,19,48,16,7,7,2,23,43,15,6,6,5,16,33,16,12,13,2,8,32,34,13,10,8,9,13,21,18,20,12,2,2,3,41,56,3,6,89,5,83,10,3,0.5,1,2,0.5,412278,390951,348450,330847,313087,337153,482828,532243,385494,534152,524882,582061,,452718,431452,388825,371236,353507,377589,523283,572728,426010,574696,565457,622664,139284,148442,129293,108510,93243,98205,139861,156889,115167,152331,151471,167373,338,339,339,349,374,361,349,398,354,329,319,308,2656459,2585812,2070248,2193490,2030123,2060151,2799099,2911025,2172120,2838429,3054933,3292432,22795,161144,184050,59829,11139,0,1,2,4.8,7,5.3,1.1,0,0,576587,17,1,1,1,0,100,0,0,0,0,0,0
Received,DEFRA,EBLEXTRADE,www.eblextrade.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2000,2000,15000,15000,0,0,0,0,0,0,0,0,0.1,1750,2,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,English Beef and Lamb Executive (EBLEX),www.eblex.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21000,2150,0,4615,0,0,0,0,0,0,0,0,0.3,7506,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Environment Agency,www.environment-agency.gov.uk,54,22,24,,20,32,12,22,9,5,19,33,20,17,11,,25,38,22,9,6,,16,30,18,20,16,,32,38,16,7,7,,28,35,29,3,5,,16,27,22,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442255,392502,381383,384619,391479,443628,326995,667055,530723,1659932,1577625,1814021,,619040,535265,531450,548690,567146,618567,501431,881244,654500,1883628,1796912,2002277,,,,,,,,,,,,,152,155,155,154,148,133,157,125,103,81,89,81,2830986,2455879,2482683,2662730,2867202,2716923,2624473,3824888,2190285,5184632,4957902,4908586,0,0,436000,0,0,0,0.5,0.5,0,1.5,12.5,0,0,0,386200,9,1,1,1,1,99.75,1,0,1,1,1,0
Received,DEFRA,Home-Grown Cereals Authority,www.hgca.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39000,15300,0,0,0,0,0,0,0,0,0,0,1,25000,3,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Horticultural Development Company (was council) (HDC),www.hdc.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6700,3360,15060,0,0,0,0,0,0,0,0,0,0.2,6000,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Love Pork,www.lovepork.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80000,68000,16000,143500,10000,0,0,0,0,0,0,0,0,0.2,6400,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Love Potatoes,www.lovepotatoes.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,37740,1500,7000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Marine Management Organisation,www.marinemanagement.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12657,10521,9333,10180,9115,9323,10440,11143,9021,11997,11377,14474,,74697,73459,56658,69097,67023,68633,75119,84201,70059,83344,85697,97137,,,,,,,,,,,,,158,152,142,148,141,144,147,162,153,145,147,142,110777,87826,62217,75226,76240,86868,93643,109390,86645,94042,92173,102928,5875,0,0,5875,5875,0,0,0,0,0.7,0,0,0,0,18722,0,1,1,1,0,100,0,1,1,1,0,0
Received,DEFRA,National Collection of Plant Pathogenic Bacteria,www.ncppb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,National Parks,www.nationalparks.gov.uk,77,,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,4,12,29,23,18,5,4,9,,,,,,0.7,99.3,,,,,,,,,25234,31328,25656,25576,21557,27074,26758,25604,16749,28523,27120,35065,297328,31970,38693,31994,31469,25965,32854,32798,32258,20834,35598,33595,43466,,,,,,,,,,,,,192,202,191,162,123,202,207,228,190,203,216,226,98662,125661,101556,91727,67240,111013,112529,113776,67598,123998,114874,150513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,8608,0,1,1,1,1,99.8,1,0,1,1,1,0
Received,DEFRA,National Trails,www.nationaltrail.co.uk,,,,,,,,,,,,,,,,,26.2,55.4,15,2,1.4,,29.1,47.6,14.2,4.2,4.9,,,,,,,,29,53.2,15.4,1.7,0.7,,,,,,,,,57.6,34,,5.6,2.8,0.4,3.1,10.1,23.7,36.2,24,2.5,0,0,68.2,31.8,,8.1,91.9,,,,,,,,,78845,78097,67653,77429,83779,64258,51866,39788,29193,62819,60027,70622,690839,101960,101668,86410,101875,108681,78494,64130,50770,37107,82828,78886,91457,65811,65887,54489,65432,70836,47589,39300,29720,21587,53596,48100,57691,281,273,271,275,274,251,256,247,246,285,275,270,578373,574272,483462,553866,514401,400399,339775,263476,189458,477605,440728,507308,0,0,7094,0,0,0,0,0,0,1,0,0,0,0,25000,0,1,0,0,0,,0,0,0,0,1,1
Received,DEFRA,Natural England,www.naturalengland.org.uk,22,27,25.5,25.5,12,18,48,12,9,1,16,40,15,13,14,2,21,47,17,6,8,1,9,37,13,20,19,2,19,44,12,12,10,3,14,42,16,9,9,10,10.5,25.5,19,8,20,15,2,22,36,14,17,11,4.5,3,16.5,21,21,21.5,8.5,3,1,60,39,1,16.5,83,0.5,90,8,0.25,0.25,0.25,0.25,1,280114,291501,265661,277208,287423,237528,221335,207309,150531,261801,253326,295496,1226163,370225,378527,346348,360990,372820,312109,294278,283145,205825,347213,338331,395133,204930,208349,189957,198164,202047,170291,157893,153750,109357,186891,182748,209667,195,191,191,246,396,233,240,388,258,257,251,251,1632061,1643843,2304028,1545323,1588006,1316428,1267444,1194349,882210,1511741,1463032,1640028,0,90058,474788,63500,0,0,0,0.6,1.5,5.75,0.7,0,0,0,275562,3,1,1,1,1,99.95,1,1,1,1,1,1
Received,DEFRA,Nematodes,nematodesuk.fera.defra.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Pork Provenance,www.porkprovenance.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2000,0,0,0,0,0,0,0,0,0,0,0.2,4800,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Recycle Now,www.recyclenow.com,,,,,44.1,34.9,14,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,64,,,,,,40,60,,,,,,,,,,,,82372,83214,83092,63220,58337,90669,80370,90730,75863,90263,73332,101882,926943,97513,98760,98890,74528,67849,107429,96199,110082,88634,105982,86985,122057,50408,50645,55442,42548,38864,59763,51711,59209,47446,61061,47652,66035,313,323,303,313,287,339,350,403,296,319,334,352,333836,336737,370455,318589,270245,430533,379143,440548,301072,420433,351102,491337,0,40000,28280,0,0,0,0,0,0,0,0,0,0,0.5,14000,3,1,1,1,0,99.7,1,1,1,0,1,0
Received,DEFRA,Red meat information,www.redmeatinfo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,21250,16000,35000,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,"Royal Botanic Gardens, Kew",www.kew.org,56,34,7.5,2.5,51.46,36.89,8.25,1.46,0.49,1.46,44.93,43,6.28,2.9,0.97,1.93,43.9,45.37,6.83,1.95,0.98,0.98,35.44,48.06,9.71,3.4,1.46,1.94,43.35,46.31,5.91,2.46,0.49,1.48,41.95,44.88,6.34,1.95,0.49,4.39,31.86,45.1,9.8,1.96,0.98,10.29,,50.49,38.73,8.82,0.98,0.98,1.7,4.3,23.5,18.4,21.8,22.2,6,0.4,1.7,30.8,67.1,2.1,9.5,90.5,,89.2,8.9,1.5,,0.4,,,253977,269272,228157,231882,215256,189208,214560,194353,163529,194683,211021,211885,2274084,393025,416984,361609,373294,342269,303336,345713,319816,274221,324285,329924,331037,239745,254360,220581,227709,208784,185034,210884,195087,167274,197813,201253,201932,224,221,227,223,230,224,224,232,227,230,227,218,5508576,5825475,5188878,5892638,5433301,3909514,4939384,3754781,3101174,3939480,5843928,6982354,2770,151929,68563,13470,0,0,0.3,1,1.9,2,2,0.5,0,0,245237,1,0,0,1,1,99.85,1,1,0,0,1,1
Received,DEFRA,Shake up your wake up,www.shakeupyourwakeup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8400,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Simply beef and lamb,www.simplybeefandlamb.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,40529,3545,35000,1200,0,0,0,0,0,0,0,0,1,28000,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,This is dairy farming,www.thisisdairyfarming.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5310,23000,1188,39880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,DEFRA,Waste Resources Action Programme,www.wrap.org.uk,,,,,36.6,37.7,19.9,3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,39,29,,,,,62,38,,,,,,,,,,,,77451,73228,68592,66281,63237,79748,112642,119933,79462,90851,96650,127246,1009907,97081,90412,85220,84273,74206,91765,126504,135635,93689,106340,114147,150377,32321,28260,26989,27557,25820,29877,29217,32440,21810,26311,28299,37514,207,191,195,200,1526,1502,1516,1725,1544,1469,1589,1460,267170,231734,219858,223873,214298,259868,291486,320562,221091,258890,282510,357998,0,225000,77520,0,0,0,0,0,0,0,0,0,0,1.5,35000,5,1,1,1,0,99.7,1,1,1,0,1,0
Not received,DEFRA,Bio Mass Energy Centre,www.biomassenergycentre.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DEFRA,BPEX eAML2 Pig Movement Service,www.bpex-aml2.org.uk/aml2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,DEFRA,BPEX ZNCP,www.bpex-zncp.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
