Data status,Department,Organisation,Website address,Got everything I wanted,Got most of what I wanted,Got some of what I wanted,Got none of what I wanted,Very Satisfied,Satisfied,Neither satisfied nor dissatisfied,Dissatisfied,Very dissatisfied,Don't Know Satisfied,Very good ease of use,Good ease of use,Neither good nor poor ease of use,Poor ease of use,Very poor ease of use,Don't know ease of use,Very good design,Good design,Neither good nor poor design,Poor design,Very poor design,Don't know design,Very good ease of finding,Good ease of finding,Neither good not poor ease of finding,Poor ease of finding,Very poor ease of finding,Don't know ease of finding,Very good editorial,Good editorial,Neither good nor poor editorial,Poor editorial,Very poor editorial,Don't know editorial,Very good accuracy,Good accuracy,Neither good nor poor accuracy,Poor accuracy,Very poor accuracy,Don't know accuracy,Very good search,Good search,Neither good nor poor search,Poor search,Very poor search,Don't know search,Not used search,Definitely recommend,Probably recommend,Not sure recommend,Probably not recommend,Definitely not recommend,Age 16-19,Age 20-24,Age 25-34,Age 35-44,Age 45-54,Age 55-64,Age 65-74,Age 75+,Prefer not to say age,Sex male,Sex female,Prefer not to say sex,Disability yes,Disability no,Prefer not to say disability,Use Internet every day,Use Internet every two or three days,Use Internet about once a week,Use Internet about once a fortnight,Use Internet about once a month,Use Internet less often,Use Internet don't know,Unique users Apr-10,Unique users May-10,Unique users Jun-10,Unique users Jul-10,Unique users Aug-10,Unique users Sep-10,Unique users Oct-10,Unique users Nov-10,Unique users Dec-10,Unique users Jan-11,Unique Users Feb-11,Unique Users Mar-11,Yearly Unique Users,Visits Apr-10,Visits May-10,Visits Jun-10,Visits Jul-10,Visits Aug-10,Visits Sep-10,Visits Oct-10,Visits Nov-10,Visits Dec-10,Visits Jan-11,Visits Feb-11,Visits Mar-11,Two-page visits Apr-10,Two-page visits May-10,Two-page visits Jun-10,Two-page visits Jul-10,Two-page visits Aug-10,Two-page visits Sep-10,Two-page visits Oct-10,Two-page visits Nov-10,Two-page visits Dec-10,Two-page visits Jan-11,Two-page visits Feb-11,Two-page visits Mar-11,Visit duration Apr-10,Visit duration May-10,Visit duration Jun-10,Visit duration Jul-10,Visit duration Aug-10,Visit duration Sep-10,Visit duration Oct-10,Visit duration Nov-10,Visit duration Dec-10,Visit duration Jan-11,Visit duration Feb-11,Visit duration Mar-11,Page requests Apr-10,Page requests May-10,Page requests Jun-10,Page requests Jul-10,Page requests Aug-10,Page requests Sep-10,Page requests Oct-10,Page requests Nov-10,Page requests Dec-10,Page requests Jan-11,Page requests Feb-11,Page requests Mar-11,Strategy and planning costs,Design and build costs,Hosting and infrastructure costs,Content provision costs,Testing and evaluation costs,SCS ,Grade 6,Grade 7,SEO/SIO,HEO,EO,AO,AA,Other,Staff costs,Sites converged,Single-A automated accessibility,Double-A automated accessibility,Manual testing accessibility,User testing accessibility,Service availability,URL redirection,XML Sitemap,Valid HTML,Valid CSS,Consultation descriptions,Job vacancy descriptions
Received,MOD,Ministry of Defence (MOD),www.mod.uk,40.75,30.9,17.87,10.48,28.71,46.22,12.31,7.29,4.01,1.46,34.28,43.03,12.76,6.38,2.37,1.19,21.24,45.31,21.88,7.29,2.92,1.37,26.16,42.39,16.13,9.3,4.74,1.28,27.8,50.14,15.04,4.1,1.55,1.37,27.71,44.21,14.59,5.2,1.55,6.75,20.15,34.82,14.13,7.47,6.11,1.55,15.77,34.37,35.46,16.68,10.3,3.19,4.1,3.46,15.41,25.98,29.35,15.77,3.01,0.91,2.01,74.84,23.34,1.82,7.02,88.97,4.01,86.87,9.3,1.28,0.36,1.09,0.73,0.36,327217,360674,368039,377021,347912,370911,382109,383045,307997,369912,374983,480517,3655174,585272,642937,686222,703523,633047,654708,672860,662147,536901,631828,652598,815660,310091,348798,380981,385660,344295,354724,363602,346522,272091,330278,345374,421187,309,300,311,312,314,316,316,325,301,317,319,305,1976228,2214050,2390764,2433753,2243974,2308401,2347950,2289979,1761668,2175925,2231375,2644254,3040,200800,91253,0,2040,0,0.1,0.3,1,2,2,1,0,0,211287,9,1,1,1,1,99.94,1,1,0,1,1,1
Received,MOD,MOD Police UK,www.mod.police.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93282,93282,93282,93282,93282,93282,93282,93282,10802,105257,89770,84820,291329,9465,9465,9465,9465,9465,9465,9465,9465,1091,10298,9373,8724,,,,,,,,,,,,,,,,,,,,,,,,,24196,24196,24196,24196,24196,24196,24196,24196,2764,27342,23394,21851,0,0,0,8711,0,0,0,0,0,1,1,1,0,0,31950,0,0,0,1,0,,1,1,1,1,1,1
Received,MOD,MOD Procurement Portal (Defence Contracts Bulletin),www.contracts.mod.uk,28.6,28.6,28.6,14.2,20,45.7,8.6,14.3,5.7,5.7,22.9,51.4,17.1,5.7,2.9,,28.6,57.1,11.4,2.9,,,20,51.4,17.1,5.7,5.8,,22.9,54.3,17.1,2.9,2.8,,22.9,40,20,2.9,14.2,,20,48.6,11.4,5.7,,,,34.3,11.4,25.7,20,8.6,4.2,10.4,10.4,27.1,14.6,20.8,,,,75,12.5,12.5,8.3,77.1,14.6,81.3,10.4,,,,,8.3,6321,5960,6746,6891,6103,6494,6032,6177,4305,5749,6148,6644,60745,11602,10990,12035,12289,11776,12139,11066,11414,7839,10801,11205,11978,,,,,,,,,,,,,313,307,292,331,324,312,303,270,243,266,256,250,62291,60780,67802,74955,71549,78356,68543,69799,43902,65205,66482,69822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,99.9,1,1,1,1,1,1
Received,MOD,National Employer Advisory Board (SABRE reserves),www.sabre.mod.uk,46,36,13,5,38,45,15,2,,,31,41,15,,5,8,30,48,12,5,,5,38,53,2,2,,5,32,54,7,2,,5,27,49,15,4,,5,28,40,18,,2,,12,55,23,15,7,,7,12,13,14,22,22,5,,5,55,38,7,5,93,2,82,7,5,2,,2,2,2188,2424,2499,2868,2696,2635,2613,2770,2317,3393,3333,3984,31463,2762,3505,3699,4322,4368,4003,3576,4037,3083,4255,4333,4921,1759,2008,2113,2294,2471,2129,1746,1896,1348,2130,1932,2268,256,236,241,225,343,250,187,187,153,200,165,161,15144,16998,18702,20384,27241,20900,15275,15939,11030,17704,16144,17772,0,0,27360,0,0,0,0,0,0,1,0,0,0,0,30000,0,1,1,1,1,99.9,1,1,1,1,1,1
Received,MOD,The Future of Navigation,www.thefutureofnavigation.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,3113,3132,2835,2733,2925,2629,2403,2247,2749,2575,2711,,2705,3113,3132,2835,2733,2925,2629,2937,2690,3397,3147,3232,,,,,,,,,,,,,,,,,,,,,,,,,7798,9047,10383,10285,10142,11294,9890,10916,10018,12144,11640,11603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,MOD,UK Hydrographic Office,www.ukho.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10705,28990,27744,29405,28815,29024,28787,30410,30538,34561,31526,35573,281085,17379,55822,52479,55226,55117,56818,56220,59411,57810,69200,59860,69115,,,,,,,,,,,,,,,,,,,,,,,,,70981,230328,206143,217976,219515,223305,222186,232589,232131,289604,246996,275656,0,0,234349,0,0,0,0,0,0,1.7,0.65,0,0,0,131923,0,0,0,0,0,99.92,0,0,0,0,0,0
Received,MOD,Veterans-UK Information Portal,www.veterans-uk.info,29,26,21,24,32,37,14,3,1,13,38,40,12,2,1,7,32,44,13,3,1,7,28,41,16,5,2,8,29,45,14,2,3,7,29,41,18,2,1,9,27,43,13,4,3,10,,50,29,13,6,2,,,5,15,24,35,14,7,,87,13,,38,56,6,75,18,4.4,1,0.3,1,0.3,32622,31944,33545,35637,38560,47566,53764,67507,29368,38770,36835,37993,381259,48656,48405,50948,53667,57363,67063,74308,89424,38508,51452,50257,52964,26271,25180,26202,28114,29000,28557,33834,33339,20939,28827,28010,29876,208,201,195,210,190,181,141,143,130,140,135,139,216921,208783,213928,232977,238004,224905,208963,263016,132991,184931,179003,190313,0,0,5101,0,15,0,0,0,0,0.1,1,0,0,0,34297,1,0,0,0,0,,1,1,0,0,1,1
Received,MOD,Websurf,Websurf.HMNAO.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,822,749,920,3261,1964,1014,780,765,820,612,746,9937,768,822,749,920,3261,1964,1014,1446,1326,1435,1108,1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,20000,0,0,0,0,0,95,1,0,1,1,0,0
Not received,MOD,Armed Forces Day,www.armedforcesday.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOD,Chief Scientific Advisor,www.science.mod.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOD,Defence Image Database,www.defenceimagedatabase.mod.uk/fotoweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOD,Defence News Imagery,www.defencenewsimagery.mod.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOD,DNotice,www.dnotice.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOD,Soldier Magazine,www.soldiermagazine.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOD,UK Defence Standardisation,www.dstan.mod.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,MOJ,Government Web Archive,www.nationalarchives.gov.uk/webarchive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985125,1689119,1804674,1034388,1458376,1788277,2531378,2159141,2017164,2455370,3135446,3926230,,,,,,,,,,,,,,,,,,,,,,,,,3267095,12530651,13019013,11367049,13102064,10593128,8986929,11872714,12116705,9961487,9067205,13959995,0,0,414374,0,0,0,0,0,1,1,2,0,0,0,93874,0,0,0,0,0,,0,0,0,0,0,0
Received,MOJ,Information Commissioner's Office,www.ico.gov.uk,,,,,23,45,20,9,4,,,,,,,,19,42,32,6,1,,,,,,,,22,66,8,1,3,,,,,,,,,,,,,,,,,,,,,,19,22,28,16,,,4,51,49,,,,,,,,,,,,131461,144614,133655,126391,117836,153142,115728,163509,107520,151173,159414,195231,1501410,189429,202807,195105,187862,172831,217511,164347,231304,148740,213116,223144,274307,122223,131683,133158,123349,114185,138699,104966,138364,88608,125223,131189,157988,398,392,373,390,387,400,382,372,367,352,348,353,803386,867632,868918,809420,741253,906576,707397,924488,592255,827715,869614,1029607,36295,72583,481031,0,40513,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,99.88,1,1,0,0,0,0
Received,MOJ,Judiciary,www.judiciary.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35177,35177,35177,35177,35177,25777,33943,35450,29018,37119,45856,39075,211296,48441,48441,48441,48441,48441,35201,47041,50558,40797,51581,59590,54316,28197,28197,28197,28197,28197,19734,28403,29581,23617,29845,34997,31205,196,196,196,196,196,195,209,208,200,194,179,189,194065,194065,194065,194065,194065,150347,207726,213970,160856,200606,216097,208855,5800,44950,46625,19000,18400,0,0,0.75,0.3,0.5,0.25,0,0,0,83619,0,1,1,1,1,99.9,0,1,1,0,0,0
Received,MOJ,Land Registry (www version),www.landregistry.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287039,279349,288315,290994,284987,28680,27815,269655,199382,280380,284433,312724,7984445,685368,650821,698157,706978,655895,686923,658633,683003,482534,653542,664442,758149,98519,91389,81712,63170,66832,71695,41112,23458,20715,50040,49009,41275,,,,,,,,,,,,,3181229,2953736,3090652,3167627,2965766,2991387,2815981,2834492,1969703,2846333,2900738,3283021,0,44954,105000,0,0,0,0,0.1,1.4,2.8,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0
Received,MOJ,Legal Services Board,www.legalservicesboard.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416,2247,1972,2001,1740,2599,2864,2449,2127,2375,2256,2906,23238,6292,5811,6314,5988,6283,6743,7433,7180,5246,6132,5865,7420,3065,2932,2811,2864,3101,3462,3643,3306,2521,2990,2868,3823,171,139,139,182,158,168,164,170,163,172,157,183,21491,18962,21667,20374,23020,25151,25504,23993,17648,20775,20630,27818,0,0,6960,17650,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,99.9,0,1,1,1,0,0
Received,MOJ,Legal Services Consumer Panel,www.legalservicesconsumerpanel.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,119,121,73,100,138,112,14901,,,,,,171,162,174,99,160,250,169,,,,,,116,106,77,40,71,162,77,,,,,,122,132,106,94,75,135,86,,,,,,659,515,380,213,330,889,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,99.9,0,1,1,1,0,0
Received,MOJ,Ministry of Justice,www.justice.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226562,260749,261459,270939,254192,353426,391288,420420,315181,412000,386554,483527,,460676,497584,494369,514673,469682,600372,641770,693193,522613,686951,656824,784584,279598,335433,366375,365653,286088,382157,412638,448426,328935,407290,342473,415986,687,604,524,541,556,406,413,409,437,434,488,485,1391793,1464700,1372148,1447721,1361736,1785548,1641108,1771118,1211852,1603579,1511535,1841165,0,0,53000,0,4285,0,0.4,1.1,4,4,0,0,0,0,496360,49,1,1,1,0,99.7,1,1,1,1,1,0
Received,MOJ,National Archives,www.nationalarchives.gov.uk,,,,,39,42,12,5,2,,,,,,,,19.2,57.5,18.6,3,0.6,1.1,13,43.1,22.2,15.1,5.8,0.8,,,,,,,25,50.1,17.1,5.4,1.2,1.2,9.6,43.6,25.4,14.4,5.2,1.8,,,,,,,0.4,0.8,2.9,7.2,18.2,35.3,25.2,10,,47.3,52.7,,33.6,66.4,,,,,,,,,,,,,,,,,,,,,,1052879,1070094,985760,1031303,1520216,1214970,1271058,1215503,835444,1137265,1114747,1805599,555467,559810,509866,560011,780771,673458,681922,679588,474699,669622,657478,809992,852,839,850,865,799,821,803,785,803,793,784,740,9820940,10023689,9222830,10594188,13886298,11672700,11715821,11570315,7823079,11217419,10997451,12026059,2000,119678,356650,40,84814,0,0,0.5,7.6,8.5,1.5,0,0,0,589326,1,1,1,1,1,99.93,1,1,1,1,1,1
Received,MOJ,Official Legislation Website,www.legislation.gov.uk,49.41,18.45,12.72,8.04,31.48,41.62,12.61,6.27,5.85,2.18,39.97,44.88,11.43,5.97,6.06,0.68,26.64,47.49,13.06,7.01,5.1,0.69,24.11,43.71,17.26,7.81,6.16,0.95,22.97,47.93,16.75,5.44,5.96,0.95,35.49,44.79,10.77,3.62,4.22,1.12,21.5,34.89,20.29,9.15,6.91,,7.25,54.8,28.21,6.71,3.99,6.29,10.06,11.81,24.13,18.69,17.56,10.47,1.95,1.95,3.39,58.86,36.27,4.87,9.15,85.97,4.89,93.65,4.1,0.2,0.31,0.51,0.51,0.72,,,,,202627,651405,838828,926251,707582,1086539,1189698,1428707,5903811,,,,,262625,911467,1186144,1344020,1030390,1617287,1790603,2179966,,,,,174884,619556,801333,898951,699589,1096544,1223277,1450213,,,,,521,499,515,538,541,539,537,545,,,,,1507011,5040748,6350947,6736262,5310641,8828307,9935728,11645212,60964,151426,119065,176557,101626,0,0,0.25,1.5,1,0,0,0,0,124965,3,1,1,1,1,99.95,1,1,1,1,1,1
Not received,MOJ,Academy for Justice Commissioning,virtual.nationalschool.gov.uk/AJC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Edinburgh Gazette (www.edinburgh-gazette.co.uk),www.edinburgh-gazette.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Freedom of Information (Forum),www.foi-forum.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Judicial Committee of the Privy Council,www.jcpc.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Legal Ombudsman,www.legalombudsman.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Legal Services Commission,www.legalservices.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Legal Services Commission Training,training.legalservices.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Official Documents,www.official-documents.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Party Funding Review,www.partyfundingreview.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Possession claims online,https://www.possessionclaim.gov.uk/pcol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Sentencing Council,sentencingcouncil.judiciary.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Supreme Court,www.supremecourt.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,The Civil Justice Council ADR Answerbank,www.adr.civiljusticecouncil.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Not received,MOJ,Youth Justice Board - YJB,www.yjb.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Received,NI,Northern Ireland Office,www.nio.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,1,1,1,1
Received,NSG,National School of Government,www.nationalschool.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16475,16297,15446,15139,13972,15985,16272,16670,12582,18235,16522,18093,157975,23707,24017,23042,22320,19980,23153,23885,24377,17597,27275,24334,26483,12971,13546,12847,12433,11109,12663,12745,12841,8986,15251,13671,14041,323,339,327,324,335,315,330,327,326,330,338,356,129036,135418,130862,121845,111141,120929,129218,128951,87435,155860,148366,150645,0,0,9461,0,3084,0,0,0.3,0,0.4,1.5,0,0,0,89504,0,0,0,0,0,100,1,1,1,1,1,0
Received,OFGEM,Office of Gas and Electricity Markets,www.ofgem.gov.uk,29,23,26,22,19,36,21,16,6.5,1.5,15,44,22,12,7,,10,46,29,9,5,1,12,34,21,19,13,1,16,40,22,12,8,2,18,37,23,7,4.5,10.5,11,22,14,11,14,1,27,22,34,20,16,8,1,6,21,25,22,17,6.5,1,0.5,64,33,3,7,87,6,92,6,1,,,,1,40179,37148,36861,37657,41016,47707,47544,51941,38690,54935,54737,66238,440761,70856,66623,69230,70234,73278,87433,87906,94366,68244,99365,96899,118649,44893,41061,42486,42191,43856,59023,51583,56273,40649,59218,58337,70854,429,418,442,429,428,409,441,451,435,430,425,399,355608,324267,340050,323943,327997,454181,454346,487304,351207,521812,506081,594660,6170,20790,41950,0,21302,0,0,0,0,1,1,0,0,0,61111,0,0,0,1,0,97.09,1,1,0,0,1,0
Received,OFQUAL,Examinations Appeals Board,www.theeab.org.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,236,472,985,,,,,,,,,,347,285,603,,,,,,,,,,148,153,209,,,,,,,,,,131,195,108,,,,,,,,,,1268,1275,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,99.45,0,1,1,1,1,1
